K. Other Useful Information
 , ,Employment Rate (2 Yrs) , , , , , , , , , , , , , , , , , , , , , , , , , , ,Employment Rate (6 Mths)
 , ,Agriculture & Biological Science,Architecture ,Business & Commerce,Computer Science,Dentistry ,Education ,Engineering ,Fine & Applied Arts,Food Science & Nutrition,Forestry ,Humanities ,Journalism ,"Kinesiology, Recreation & Phys. Educ.",Law ,Mathematics ,Medicine & Related Programs,Nursing ,Optometry ,Other Arts & Science,Other Health Professions,Pharmacy ,Physical Science,Social Science,Theology ,Therapy & Rehabilitation,Veterinary Medicine,Overall Average,Agriculture & Biological Science,Architecture ,Business & Commerce,Computer Science,Dentistry ,Education ,Engineering ,Fine & Applied Arts,Food Science & Nutrition,Forestry ,Humanities ,Journalism ,"Kinesiology, Recreation & Phys. Educ.",Law ,Mathematics ,Medicine & Related Programs,Nursing ,Optometry ,Other Arts & Science,Other Health Professions,Pharmacy ,Physical Science,Social Science,Theology ,Therapy & Rehabilitation,Veterinary Medicine,Overall Average
 ,2013,88.75 ,90.00 ,98.91 ,100.00 , , ,96.15 ,90.91 , , ,91.92 , ,95.70 ,92.59 ,94.31 , , ,100.00 ,95.71 ,93.94 ,100.00 ,85.71 ,94.26 ,85.71 , , ,95.25 ,66.67 ,97.30 ,88.89 ,95.92 , , ,90.87 ,96.67 , , ,83.16 , ,91.58 ,81.82 ,83.98 , , ,97.62 ,90.14 ,73.08 ,95.24 ,84.00 ,82.66 ,*, , ,87.11
 ,2012,85.71 ,*,95.80 ,100.00 , , ,96.91 ,92.31 , , ,96.77 , ,90.36 ,90.91 ,91.33 , , ,100.00 ,89.76 ,96.15 ,98.04 ,90.48 ,93.47 ,100.00 , , ,94.14 ,80.00 ,100.00 ,86.61 ,95.10 , , ,91.77 ,90.91 , , ,88.75 , ,89.02 ,62.50 ,85.00 , , ,100.00 ,80.34 ,81.82 ,98.04 ,71.43 ,83.78 ,77.78 , , ,87.21
 ,2011,94.74 ,88.24 ,98.81 ,100.00 , , ,95.16 ,100.00 , , ,92.78 , ,98.81 ,91.67 ,95.27 , , ,100.00 ,92.11 ,96.88 ,95.65 ,89.47 ,93.04 ,*, , ,94.95 ,80.00 ,100.00 ,86.90 ,96.00 , , ,90.77 ,84.62 , , ,84.88 , ,90.79 ,85.71 ,86.25 , , ,100.00 ,88.97 ,92.31 ,100.00 ,86.67 ,85.38 ,*, , ,88.70
 ,2010,89.36 ,92.31 ,96.55 ,97.80 , , ,95.86 ,95.65 , , ,90.38 , ,90.22 ,90.48 ,92.07 , , ,100.00 ,90.16 ,92.31 , ,88.00 ,90.94 ,100.00 , , ,93.03 ,76.92 ,94.12 ,95.06 ,95.29 , , ,91.99 ,82.61 , , ,90.91 , ,86.17 ,90.91 ,80.00 , , ,100.00 ,89.08 ,85.71 , ,84.21 ,82.17 ,70.00 , , ,87.50
 ,2009,86.00 ,91.67 ,100.00 ,98.84 , , ,94.64 ,93.33 , , ,87.61 , ,93.67 ,94.12 ,96.05 , , ,96.97 ,92.04 ,89.66 , ,88.89 ,92.16 , , , ,93.51 ,81.36 ,90.48 ,96.05 ,90.36 , , ,86.89 ,85.71 , , ,79.79 , ,92.96 ,78.57 ,82.52 , , ,100.00 ,90.43 ,75.00 , ,88.24 ,86.35 , , , ,87.03
 ,2008,89.29 ,100.00 ,96.36 ,95.40 , , ,93.15 ,100.00 , , ,93.75 , ,95.38 ,*,91.74 , , ,100.00 ,92.59 ,100.00 , ,93.75 ,92.49 , , , ,93.72 ,79.31 ,100.00 ,96.23 ,93.75 , , ,94.30 ,91.67 , , ,91.30 , ,98.08 ,*,93.64 , , ,100.00 ,89.29 ,87.50 , ,93.75 ,89.55 , , , ,92.53
 ,2007,85.29 ,*,100.00 ,100.00 , , ,97.16 ,93.33 , , ,92.16 , ,98.59 ,*,95.33 , , ,100.00 ,97.70 ,88.24 , ,84.62 ,95.33 , , , ,95.88 ,97.06 ,100.00 ,100.00 ,97.56 , , ,94.47 ,90.00 , , ,89.29 , ,94.44 ,*,92.45 , , ,100.00 ,96.05 ,94.44 , ,83.33 ,91.24 , , , ,93.84
 ,2006,94.40 ,*,100.00 ,97.60 , , ,98.80 ,100.00 , , ,90.50 , ,98.00 ,*,97.50 , , ,100.00 ,95.20 ,92.90 , ,100.00 ,94.80 , , , ,96.49 ,86.70 ,100.00 ,100.00 ,97.60 , , ,98.00 ,87.50 , , ,86.70 , ,87.20 ,*,98.70 , , ,100.00 ,96.40 ,100.00 , ,87.50 ,93.20 , , , ,94.97
 ,2005,88.90 ,100.00 ,* ,96.50 , , ,97.60 ,90.00 , , ,96.70 , ,100.00 , ,100.00 , , ,100.00 ,100.00 ,100.00 , ,* ,96.70 , , , ,97.54 ,81.80 ,100.00 ,* ,98.90 , , ,96.90 ,81.80 , , ,95.60 , ,97.30 , ,94.44 , , ,100.00 ,94.00 ,100.00 , ,* ,96.30 , , , ,96.03
 ,2004,94.40 ,*,100.00 ,97.40 , , ,96.50 ,88.90 , , ,98.20 , ,94.40 , ,98.40 , , ,100.00 ,98.40 ,100.00 , ,100.00 ,96.20 , , , ,97.01 ,94.40 ,*,100.00 ,93.60 , , ,94.30 ,87.50 , , ,100.00 , ,100.00 , ,94.70 , , ,100.00 ,92.50 ,100.00 , ,100.00 ,92.20 , , , ,94.72
University of Windsor ,2021,80.49 ,,95.70 ,92.42 ,,100.00 ,95.45 ,92.00 , ,,88.64 ,100.00 ,96.55 ,96.25 ,100.00 , ,99.12 ,,92.00 , ,,100.00 ,92.34 ,, , ,94.48 ,71.05 ,,97.87 ,82.54 ,,97.53 ,84.40 ,76.00 , ,,84.09 ,100.00 ,86.21 ,93.98 ,69.23 , ,97.35 ,,86.96 , ,,100.00 ,89.35 ,, , ,89.46
 ,2020,91.67 , ,94.95 ,89.19 , ,98.78 ,89.62 ,100.00 , , ,97.01 , ,98.08 ,98.89 ,*, ,96.85 , , , , ,92.00 ,95.37 , , , ,95.28 ,88.10 , ,90.43 ,64.71 , ,97.44 ,77.32 ,88.46 , , ,83.08 , ,92.86 ,95.60 ,*, ,99.21 , , , , ,88.89 ,83.25 , , , ,87.94
 ,2019,90.91 , ,92.50 ,96.55 , ,100.00 ,91.59 ,91.30 , , ,98.39 , ,95.24 ,95.35 ,*, ,98.75 , , , , ,90.91 ,90.75 , , , ,93.53 ,81.13 , ,92.68 ,78.57 , ,90.24 ,79.81 ,95.45 , , ,86.67 , ,97.44 ,94.05 ,*, ,98.73 , , , , ,100.00 ,88.76 , , , ,89.59
 ,2018,94.12 , ,91.55 ,85.71 , ,91.11 ,91.89 ,93.10 , , ,94.74 , ,94.23 ,88.24 ,75.00 , ,98.77 , , , , ,100.00 ,94.86 , , , ,93.42 ,86.96 , ,92.96 ,80.00 , ,93.33 ,80.56 ,96.43 , , ,92.31 , ,93.62 ,91.55 ,100.00 , ,96.39 , , , , ,86.36 ,86.05 , , , ,89.44
 ,2017,100.00 , ,94.25 ,87.50 , ,92.00 ,91.57 ,86.49 , , ,92.73 , ,92.86 ,92.54 ,*, ,99.00 , ,* , , ,100.00 ,93.98 , , , ,93.64 ,95.83 , ,90.00 ,95.65 , ,96.08 ,81.48 ,87.88 , , ,86.54 , ,92.11 ,95.45 ,*, ,96.94 , ,* , , ,85.71 ,87.01 , , , ,90.46
 ,2016,93.18 , ,93.90 ,89.29 , ,100.00 ,94.03 ,97.06 , , ,97.01 , ,97.78 ,91.18 ,100.00 , ,98.21 , ,96.88 , , ,100.00 ,96.00 , , , ,95.58 ,91.84 , ,86.75 ,67.86 , ,100.00 ,90.32 ,96.97 , , ,91.53 , ,94.87 ,95.45 ,100.00 , ,93.81 , ,100.00 , , ,85.71 ,88.21 , , , ,90.89
 ,2015,93.62 , ,95.45 ,91.67 , ,95.33 ,91.18 ,95.00 , , ,96.55 , ,95.65 ,98.73 ,100.00 , ,99.08 , ,95.65 , , ,93.33 ,93.04 , , , ,95.12 ,82.98 , ,92.22 ,80.95 , ,90.73 ,76.12 ,92.31 , , ,96.15 , ,97.37 ,89.74 ,100.00 , ,91.35 , ,86.36 , , ,100.00 ,83.94 , , , ,88.34
 ,2014,89.36 , ,93.98 ,100.00 , ,94.74 ,93.24 ,92.45 , , ,90.09 , ,98.36 ,91.26 ,80.00 , ,100.00 , ,87.10 , , ,100.00 ,95.65 , , , ,94.40 ,84.09 , ,89.78 ,95.45 , ,85.91 ,81.43 ,91.11 , , ,91.18 , ,89.80 ,92.23 ,100.00 , ,84.51 , ,82.76 , , ,50.00 ,85.98 , , , ,87.22
 ,2013,86.05 , ,95.69 ,94.44 , ,93.09 ,93.88 ,92.11 , , ,88.10 , ,82.76 ,92.21 ,87.50 , ,99.13 , ,93.10 ,* , ,* ,90.57 , , , ,92.20 ,91.67 , ,88.89 ,88.89 , ,84.04 ,84.62 ,81.58 , , ,84.81 , ,83.67 ,93.59 ,*, ,90.52 , ,90.91 ,* , ,* ,80.70 , , , ,85.53
 ,2012,84.62 , ,92.13 ,100.00 , ,91.45 ,92.73 ,85.42 , , ,85.71 , ,92.31 ,95.71 ,100.00 , ,97.44 , ,93.75 ,* , ,90.91 ,86.44 , , , ,90.71 ,81.82 , ,80.90 ,94.44 , ,78.81 ,88.46 ,87.80 , , ,81.71 , ,87.18 ,97.14 ,100.00 , ,88.61 , ,92.31 ,* , ,90.91 ,86.16 , , , ,85.70
 ,2011,92.86 , ,89.66 ,95.83 , ,87.27 ,95.83 ,89.47 , , ,88.00 , ,85.29 ,93.44 ,75.00 , ,97.44 , ,90.00 ,* , ,88.89 ,92.00 , , , ,90.81 ,72.22 , ,95.18 ,82.14 , ,77.50 ,87.50 ,84.85 , , ,81.97 , ,92.31 ,95.24 ,100.00 , ,89.74 , ,87.50 , , ,77.78 ,80.75 , , , ,84.80
 ,2010,89.29 , ,94.12 ,100.00 , ,89.76 ,94.55 ,84.85 , , ,90.00 , ,91.43 ,100.00 ,100.00 , ,98.48 , ,83.33 ,* , ,* ,87.01 , , , ,91.52 ,82.61 , ,83.33 ,88.24 , ,80.00 ,87.23 ,91.18 , , ,86.36 , ,93.33 ,95.83 ,100.00 , ,85.48 , ,80.00 ,* , ,80.00 ,82.48 , , , ,85.09
 ,2009,88.89 , ,93.52 ,85.00 , ,91.36 ,90.57 ,90.48 , , ,91.86 , ,96.88 ,95.24 ,85.71 , ,97.67 , ,88.89 ,* , ,* ,85.98 , , , ,91.13 ,81.48 , ,79.82 ,64.71 , ,78.44 ,66.04 ,82.05 , , ,93.06 , ,93.33 ,94.03 ,83.33 , ,92.86 , ,78.95 ,* , ,* ,82.67 , , , ,82.91
 ,2008,90.91 , ,93.51 ,100.00 , ,93.84 ,89.29 ,96.67 , , ,86.67 , ,94.12 ,96.97 ,*, ,98.33 , ,100.00 ,* , ,* ,89.93 , , , ,93.03 ,100.00 , ,91.89 ,85.71 , ,93.53 ,84.38 ,92.31 , , ,87.04 , ,92.31 ,97.14 ,*, ,96.67 , ,100.00 ,* , , ,91.28 , , , ,92.15
 ,2007,82.35 , ,99.15 ,100.00 , ,94.08 ,91.36 ,92.86 , , ,88.75 , ,96.88 ,92.31 ,100.00 , ,100.00 , ,94.12 ,* , ,88.89 ,93.60 , , , ,94.06 ,88.89 , ,93.91 ,100.00 , ,88.76 ,91.57 ,91.43 , , ,89.23 , ,100.00 ,100.00 ,100.00 , ,100.00 , ,94.44 ,* , ,87.50 ,90.45 , , , ,92.23
 ,2006,100.00 , ,91.53 ,90.91 , ,96.64 ,93.10 ,90.48 , , ,94.29 , ,93.75 ,95.65 ,*, ,100.00 , ,92.31 ,* , ,* ,93.75 , , , ,94.57 ,100.00 , ,96.36 ,91.67 , ,89.57 ,87.50 ,100.00 , , ,93.94 , ,100.00 ,100.00 ,*, ,96.77 , ,92.31 ,* , ,* ,94.00 , , , ,93.65
 ,2005,* , ,90.60 ,85.70 , ,99.10 ,96.20 ,100.00 , , ,90.90 , ,100.00 ,95.70 ,*, ,100.00 , ,100.00 ,* , ,* ,92.50 , , , ,94.90 ,* , ,88.10 ,72.70 , ,92.10 ,96.40 ,100.00 , , ,96.30 , ,93.80 ,95.70 ,*, ,100.00 , ,100.00 ,* , ,* ,90.90 , , , ,91.90
 ,2004,* , ,98.60 ,91.30 , ,97.60 ,92.30 ,100.00 , , ,90.50 , ,100.00 ,89.50 ,*, ,100.00 , ,100.00 ,* , ,* ,95.30 , , , ,95.90 ,* , ,95.70 ,81.00 , ,94.60 ,86.40 ,100.00 , , ,89.20 , ,84.60 ,95.20 ,*, ,100.00 , ,92.90 ,* , ,* ,90.00 , , , ,92.50
Western - Brescia University College,2013, , ,100.00 , , , , , ,89.09 , ,100.00 , , , , , , , ,100.00 , , , ,87.50 , , , ,90.57 , , ,100.00 , , , , , ,82.22 , ,100.00 , , , , , , , ,100.00 , , , ,86.67 , , , ,86.96
 ,2012, , ,100.00 , , , , , ,81.82 , ,100.00 , , , , , , , ,50.00 , , , ,83.33 , , , ,83.64 , , ,75.00 , , , , , ,76.19 , ,85.71 , , , , , , , ,100.00 , , , ,80.00 , , , ,79.59
 ,2010, , ,100.00 , , , , , ,88.00 , ,100.00 , , , , , , , , , , , ,88.20 , , , ,90.70 , , ,100.00 , , , , , ,77.80 , ,100.00 , , , , , , , , , , , ,72.20 , , , ,80.00
 ,2009, , ,96.02 , , , , , ,96.23 , ,95.24 , , , , , , , ,90.91 , , , ,90.65 , , , ,94.17 , , ,87.17 , , , , , ,91.89 , ,88.14 , , , , , , , ,83.33 , , , ,86.35 , , , ,88.23
 ,2008, , ,95.51 , , , , , ,100.00 , ,89.47 , , , , , , , ,100.00 , , , ,95.63 , , , ,94.70 , , ,91.43 , , , , , ,86.96 , ,96.82 , , , , , , , ,92.86 , , , ,90.32 , , , ,91.93
 ,2006, , ,97.17 , , , , , ,94.74 , ,90.38 , , , , , , , ,80.00 , , , ,96.86 , , , ,95.55 , , ,97.12 , , , , , ,92.86 , ,95.35 , , , , , , , ,100.00 , , , ,97.10 , , , ,94.34
 ,2005, , ,97.94 , , , , , ,92.31 , ,93.94 , , , , , , , ,100.00 , , , ,95.36 , , , , , , ,97.98 , , , , , ,85.71 , ,91.36 , , , , , , , ,100.00 , , , ,93.89 , , , ,
Western - Huron University College ,2021, ,, , ,,,, , ,,,, ,,, ,,, , ,, , ,, , , , ,, , ,,,, , ,,,, ,,, ,,, , ,, , ,, , ,
 ,2013, , ,100.00 , , , , , , , ,100.00 , , , , , , , , , , , ,95.00 , , , ,98.30 , , , , , , , , , , , , , , , , , , , , , , , , , , ,
 ,2010, , ,85.70 , , , , , , , ,94.40 , , , , , , , , , , , ,92.90 , , , ,92.30 , , ,85.70 , , , , , , , ,100.00 , , , , , , , , , , , ,90.00 , , , ,94.40
 ,2008, , ,95.51 , , , , , , , ,89.47 , , , , , , , , , , , ,95.63 , , , ,94.70 , , ,91.43 , , , , , , , ,96.82 , , , , , , , , , , , ,90.32 , , , ,91.93
 ,2006, , ,97.17 , , , , , , , ,90.38 , , , , , , , , , , , ,96.86 , , , , , , ,97.12 , , , , , , , ,95.35 , , , , , , , , , , , ,97.10 , , , ,
 ,2005, , ,97.94 , , , , , , , ,93.94 , , , , , , , , , , , ,95.36 , , , , , , ,97.98 , , , , , , , ,91.36 , , , , , , , , , , , ,93.89 , , , ,
Western - King's University College ,2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77.42 , , , , , , , ,95.35 , , , , , , , , , , , ,83.33 , , , ,86.44
 ,2013, , ,96.67 , , , , , , , ,95.92 , , , , , , , ,100.00 , , , ,92.81 , , , ,94.09 , , ,82.76 , , , , , , , ,91.11 , , , , , , , ,100.00 , , , ,90.00 , , , ,89.29
 ,2012, , ,84.62 , , , , , ,100.00 , ,84.85 , , , , , , , ,100.00 , , , ,93.75 , , , ,91.61 , , ,84.62 , , , , , ,100.00 , ,96.67 , , , , , , , ,100.00 , , , ,85.33 , , , ,89.39
 ,2011, , ,100.00 , , , , , ,100.00 , ,86.50 , , , , , , , , , , , ,97.10 , , , ,94.10 , , ,89.50 , , , , , ,85.70 , ,88.90 , , , , , , , , , , , ,84.60 , , , ,85.90
 ,2010, , ,100.00 , , , , , , , ,84.20 , , , , , , , , , , , ,87.00 , , , ,87.00 , , ,92.30 , , , , , , , ,86.80 , , , , , , , , , , , ,85.50 , , , ,86.70
 ,2008, , , , , , , , , , , , , , , , , , , , , , , , , , ,93.80 , , , , , , , , , , , , , , , , , , , , , , , , , , ,97.40
 ,2006, , ,97.20 , , , , , , , ,90.40 , , , , , , , ,92.70 ,92.70 , , , , , , ,95.60 , , ,97.10 , , , , , , , ,95.40 , , , , , , , ,85.40 ,85.40 , , , , , , ,94.30
 ,2005, , ,97.90 , , , , , , , , , , , , , , , , , , , ,93.40 , , , , , , ,97.80 , , , , , , , , , , , , , , , , , , , ,93.90 , , , ,
 ,2004, , , , , , , , , , , , , , , , , , , , , , ,97.50 , , , ,97.50 , , , , , , , , , , , , , , , , , , , , , , ,97.80 , , , ,97.80
Western - Main Campus ,2021,87.64 ,,93.95 ,94.44 ,100.00 ,98.95 ,87.16 ,90.00 ,94.44 ,,95.16 ,,98.36 ,94.87 ,95.00 ,100.00 ,96.47 ,,100.00 ,93.71 ,,85.71 ,96.91 ,91.67 ,100.00 , ,94.65 ,89.41 ,,95.31 ,88.89 ,100.00 ,100.00 ,87.00 ,83.33 ,93.62 ,,92.79 ,,92.45 ,97.44 ,100.00 ,100.00 ,98.80 ,,100.00 ,92.86 ,,91.67 ,87.20 ,100.00 ,90.00 , ,92.88
 ,2020,92.05 , ,96.45 ,97.30 ,100.00 ,97.27 ,96.52 ,87.50 ,94.12 , ,94.81 , ,95.38 ,97.50 ,85.00 ,100.00 ,100.00 , ,82.35 ,92.52 , ,96.30 ,95.38 ,*,91.67 , ,95.44 ,81.01 , ,89.93 ,88.24 ,95.45 ,98.99 ,81.31 ,69.23 ,89.47 , ,85.59 , ,92.59 ,97.56 ,94.44 ,98.31 ,95.96 , ,87.50 ,91.79 , ,84.00 ,83.69 ,*,100.00 , ,88.84
 ,2019,94.37 , ,96.74 ,97.06 ,100.00 ,98.92 ,95.00 ,100.00 ,100.00 , ,92.55 , ,98.25 ,97.06 ,100.00 ,98.08 ,97.89 , ,66.67 ,95.62 , ,95.83 ,93.09 ,*,100.00 , ,95.65 ,91.18 , ,94.78 ,89.66 ,100.00 ,98.89 ,88.89 ,100.00 ,91.49 , ,92.25 , ,93.65 ,97.06 ,100.00 ,100.00 ,94.79 , ,88.89 ,85.81 , ,85.71 ,88.64 ,85.71 ,* , ,92.20
 ,2018,85.10 , ,95.50 ,90.00 ,100.00 ,96.90 ,94.70 ,92.60 ,100.00 , ,93.70 , ,92.90 ,95.90 ,90.00 ,98.20 ,99.00 , ,100.00 ,90.10 , ,90.00 ,92.20 ,100.00 ,88.90 , ,93.70 ,89.80 , ,94.50 ,90.30 ,93.80 ,96.20 ,87.90 ,90.30 , , ,91.30 , ,91.90 ,100.00 ,88.90 ,100.00 ,97.10 , ,100.00 ,89.30 , ,85.70 ,90.30 ,100.00 ,66.70 , ,92.50
 ,2017,94.70 , ,97.30 ,100.00 ,100.00 ,98.70 ,98.00 ,89.30 ,75.00 , ,92.80 , ,92.80 ,98.00 ,100.00 ,98.40 ,98.10 , ,100.00 ,93.10 , ,90.60 ,96.20 , , , ,96.00 ,85.10 , ,92.10 ,90.50 ,100.00 ,97.40 ,91.00 ,86.40 ,100.00 , ,86.80 , ,90.90 ,100.00 ,66.70 ,100.00 ,94.30 , ,100.00 ,91.70 , ,91.70 ,91.30 , , , ,92.20
 ,2016,98.61 , ,96.80 ,92.86 ,100.00 ,93.75 ,92.39 ,92.31 ,87.50 , ,93.40 , ,92.50 ,97.83 ,88.89 ,100.00 ,98.95 , ,100.00 ,90.71 , ,92.31 ,96.20 ,100.00 ,100.00 , ,95.20 ,87.65 , ,94.40 ,71.43 ,100.00 ,87.50 ,90.70 ,93.10 ,85.70 , ,88.50 , ,86.30 ,97.78 ,77.78 ,100.00 ,92.71 , ,92.30 ,85.83 , ,93.75 ,94.30 ,100.00 ,100.00 , ,91.50
 ,2015,91.26 , ,97.46 ,100.00 ,100.00 ,97.30 ,94.74 ,94.29 ,88.14 , ,96.63 , ,93.98 ,92.59 ,84.62 ,100.00 ,97.89 , ,100.00 ,87.42 , ,95.24 ,94.49 ,100.00 ,100.00 , ,95.00 ,82.08 , ,90.29 ,100.00 ,100.00 ,94.44 ,86.41 ,90.00 ,74.00 , ,87.63 , ,86.08 ,96.23 ,84.62 ,100.00 ,89.58 , ,86.67 ,84.00 , ,100.00 ,89.49 ,100.00 ,100.00 , ,89.22
 ,2014,95.00 , ,97.11 ,100.00 ,100.00 ,92.90 ,97.25 ,92.50 , , ,91.33 , ,91.03 ,97.87 ,92.86 ,98.48 ,100.00 , ,93.33 ,90.86 , ,96.43 ,93.97 , ,85.71 , ,94.83 ,76.19 , ,92.49 ,84.62 ,100.00 ,88.95 ,82.86 ,86.11 , , ,88.81 , ,94.29 ,100.00 ,92.86 ,100.00 ,97.35 , ,75.00 ,87.88 , ,92.59 ,85.16 , ,100.00 , ,89.76
 ,2013,93.83 , ,96.02 ,100.00 ,100.00 ,97.04 ,89.58 ,86.49 ,100.00 , ,93.55 , ,100.00 ,100.00 ,92.31 ,100.00 ,99.15 , ,71.43 ,89.21 , ,86.36 ,94.38 , ,92.31 , ,94.85 ,80.72 , ,90.16 ,84.62 ,86.36 ,87.30 ,78.72 ,91.18 ,66.67 , ,89.94 , ,95.24 ,96.49 ,83.33 ,100.00 ,95.76 , ,72.73 ,84.96 , ,85.00 ,88.61 , ,100.00 , ,88.94
 ,2012,86.67 , ,96.70 ,90.91 ,100.00 ,95.30 ,95.83 ,86.21 ,66.67 , ,92.06 , ,98.11 ,100.00 ,100.00 ,100.00 ,98.77 , ,81.25 ,92.86 , ,82.35 ,90.56 , ,* , ,94.00 ,76.47 , ,91.64 ,81.82 ,100.00 ,87.32 ,90.14 ,96.15 ,100.00 , ,82.73 , ,94.00 ,92.68 ,80.00 ,100.00 ,97.59 , ,84.62 ,80.73 , ,81.82 ,87.04 , ,* , ,88.52
 ,2011,88.89 , ,94.96 ,100.00 ,100.00 ,98.18 ,100.00 ,94.44 , , ,89.83 , ,90.16 ,100.00 ,100.00 ,100.00 ,97.94 , ,100.00 ,91.89 , ,100.00 ,94.32 ,*,* , ,95.22 ,89.86 , ,89.26 ,91.67 ,100.00 ,90.12 ,92.86 ,96.97 , , ,88.78 , ,85.45 ,90.24 ,86.67 ,100.00 ,98.97 , ,92.31 ,84.62 , ,85.00 ,87.58 ,*,* , ,90.22
 ,2010,89.71 , ,97.13 ,100.00 ,100.00 ,93.68 ,96.30 ,97.67 ,85.00 , ,87.32 , ,96.23 ,100.00 ,100.00 ,100.00 ,98.91 , ,100.00 ,92.75 , ,93.33 ,91.85 ,100.00 ,* , ,93.87 ,78.08 , ,89.79 ,100.00 ,100.00 ,88.13 ,79.27 ,86.49 ,80.65 , ,87.15 , ,90.38 ,93.33 ,87.50 ,100.00 ,92.31 , ,88.24 ,84.51 , ,91.67 ,83.48 ,100.00 ,* , ,87.17
 ,2009,92.31 , ,96.02 ,100.00 ,93.33 ,95.31 ,93.98 ,92.11 ,96.23 , ,95.24 , ,98.44 ,90.48 ,100.00 ,100.00 ,100.00 , ,90.91 ,86.90 , ,88.24 ,90.65 ,*,* , ,94.17 ,87.50 , ,87.17 ,91.67 ,100.00 ,88.36 ,81.93 ,86.21 ,91.89 , ,88.14 , ,92.98 ,95.24 ,88.89 ,100.00 ,96.88 , ,83.33 ,81.32 , ,84.21 ,86.35 ,*, , ,88.23
 ,2008,94.34 , ,95.51 ,92.86 ,100.00 ,95.98 ,91.67 ,91.67 ,100.00 , ,89.47 , ,90.48 ,97.37 ,91.67 ,100.00 ,100.00 , ,100.00 ,92.68 , ,100.00 ,95.63 ,*,* , ,94.70 ,89.58 , ,91.43 ,92.86 ,100.00 ,92.31 ,88.71 ,94.44 ,86.96 , ,96.82 , ,82.14 ,100.00 ,80.00 ,100.00 ,100.00 , ,92.86 ,81.40 , ,85.71 ,90.32 ,*,* , ,91.93
 ,2007,88.46 , ,95.24 ,100.00 ,100.00 ,98.33 ,98.61 ,87.50 ,96.15 , ,95.56 , ,100.00 ,92.00 ,94.12 ,100.00 ,100.00 , ,* ,94.52 , ,* ,94.67 ,*, , ,96.00 ,89.58 , ,95.06 ,75.00 ,100.00 ,93.01 ,94.44 ,92.59 ,100.00 , ,96.60 , ,95.35 ,88.46 ,100.00 ,100.00 ,100.00 , ,* ,92.21 , ,* ,96.57 , , , ,94.80
 ,2006,94.44 , ,97.17 ,100.00 ,100.00 ,96.43 ,97.87 ,95.83 ,94.74 , ,90.38 , ,97.22 ,100.00 ,100.00 ,100.00 ,100.00 , ,* ,92.73 , ,* ,96.86 ,*, , ,95.55 ,91.43 , ,97.12 ,88.89 ,100.00 ,93.08 ,95.65 ,100.00 ,92.86 , ,95.35 , ,88.89 ,96.00 ,100.00 ,100.00 ,97.14 , ,* ,85.42 , ,* ,97.10 ,*, , ,94.34
 ,2005,92.31 , ,97.94 ,100.00 ,100.00 ,99.24 ,97.73 ,100.00 ,92.31 , ,93.94 , ,95.74 ,95.45 ,84.62 ,100.00 ,94.74 , ,* ,97.87 , ,100.00 ,95.36 ,*, , ,96.70 ,82.35 , ,97.98 ,100.00 ,100.00 ,94.62 ,95.12 ,92.86 ,85.71 , ,91.36 , ,100.00 ,95.24 ,90.91 ,100.00 ,100.00 , ,* ,96.97 , ,* ,93.89 ,*, , ,95.10
 ,2004,100.00 , ,96.60 ,93.80 ,*,98.60 ,97.60 ,100.00 ,92.90 , ,92.10 , ,96.00 ,95.80 ,*,100.00 ,100.00 , , ,96.90 , ,* ,97.50 ,*, , ,96.70 ,68.40 , ,96.30 ,85.70 ,*,94.20 ,85.40 ,* ,100.00 , ,91.80 , ,100.00 ,95.80 ,*,100.00 ,100.00 , , ,100.00 , ,* ,97.80 ,*, , ,94.30
Wilfrid Laurier University ,2021,94.59 ,,96.41 ,82.93 ,,100.00 ,,93.83 , ,,95.65 ,100.00 ,100.00 ,,100.00 , ,,,89.61 ,96.92 ,,80.00 ,93.60 ,, , ,94.74 ,84.78 ,,94.06 ,82.05 ,,100.00 ,,86.30 , ,,94.59 ,75.00 ,97.01 ,,94.44 , ,,,85.71 ,89.55 ,,50.00 ,89.24 ,, , ,90.79
 ,2020,95.92 , ,97.80 ,93.18 , ,100.00 , ,100.00 , , ,96.77 ,*,94.64 , ,100.00 , , , ,94.95 , , ,100.00 ,95.66 , , , ,96.33 ,83.33 , ,92.84 ,67.50 , ,100.00 , ,92.86 , , ,89.42 ,*,87.76 , ,82.35 , , , ,88.51 , , ,88.89 ,87.85 , , , ,89.01
 ,2019,91.89 , ,97.17 ,80.00 , ,100.00 , ,95.83 , , ,94.83 , ,97.78 , ,100.00 , , , ,96.83 , , ,* ,94.29 , , , ,95.47 ,94.29 , ,95.14 ,84.62 , ,100.00 , ,85.71 , , ,91.40 ,*,91.67 , ,100.00 , , , ,93.65 , , ,* ,89.86 , , , ,92.51
 ,2018,92.31 , ,94.71 ,85.71 , ,94.29 , ,96.43 , , ,86.67 ,100.00 ,88.89 , ,90.00 , , , ,91.59 , , ,100.00 ,92.35 , , , ,92.38 ,93.18 , ,94.79 ,85.19 , ,100.00 , ,94.44 , , ,91.96 ,75.00 ,95.12 , ,100.00 , , , ,92.52 , , ,100.00 ,91.24 , , , ,92.61
